chr1	11873	14409	DDX11L1	2536	0.575710
chr1	14361	19759	WASH7P	5398	0.595961
chr1	14406	29370	WASH7P	14964	0.541500
chr1	34610	36081	FAM138F	1471	0.508498
chr1	69090	70008	OR4F5	918	0.428105
chr1	134772	140566	LOC729737	5794	0.611840
chr1	321083	321115	DQ597235	32	0.468750
chr1	321145	321207	DQ599768	62	0.564516
chr1	322036	326938	LOC100133331	4902	0.544268
chr1	327545	328439	LOC388312	894	0.634228
chr1	367658	368597	OR4F29	939	0.460064
chr1	420205	421839	BC036251	1634	0.431457
chr1	566092	566115	JA429830	23	0.434783
chr1	566134	566155	JA429831	21	0.523810
chr1	566239	566263	JB137814	24	0.416667
chr1	568843	568913	M37726	70	0.328571
chr1	621095	622034	OR4F29	939	0.460064
chr1	661138	670994	LOC100133331	9856	0.520901
chr1	668417	668479	DQ575786	62	0.564516
chr1	668509	668541	DQ599872	32	0.468750
chr1	671823	671885	DQ575786	62	0.564516
chr1	671915	671947	DQ599872	32	0.468750
chr1	674239	679736	AK310751	5497	0.451701
chr1	700244	714068	LOC100288069	13824	0.468533
chr1	761585	762902	LINC00115	1317	0.526955
chr1	762970	794826	LOC643837	31856	0.463712
chr1	803450	812182	FAM41C	8732	0.480417
chr1	846814	850328	AK056486	3514	0.585373
chr1	852952	854817	LOC100130417	1865	0.618231
chr1	861120	879961	SAMD11	18841	0.655379
chr1	879582	894679	NOC2L	15097	0.595284
chr1	895966	901099	KLHL17	5133	0.678551
chr1	901876	910484	PLEKHN1	8608	0.629414
chr1	910578	917473	C1orf170	6895	0.677157
chr1	934341	935552	HES4	1211	0.743187
chr1	948846	949919	ISG15	1073	0.643057
chr1	955502	991499	AGRN	35997	0.657083
chr1	995116	1001833	BC033949	6717	0.627661
chr1	1007125	1009687	RNF223	2562	0.678376
chr1	1017197	1051736	C1orf159	34539	0.546484
chr1	1072396	1079434	LOC254099	7038	0.650185
chr1	1102483	1102578	MIR200B	95	0.600000
chr1	1103242	1103332	MIR200A	90	0.555556
chr1	1103295	1103317	JA715134	22	0.409091
chr1	1104384	1104467	MIR429	83	0.578313
chr1	1104434	1104456	JA715143	22	0.363636
chr1	1108435	1114935	AK128833	6500	0.610308
chr1	1109285	1133313	TTLL10	24028	0.547486
chr1	1138887	1142089	TNFRSF18	3202	0.674266
chr1	1146705	1149548	TNFRSF4	2843	0.702779
chr1	1152287	1167447	SDF4	15160	0.613852
chr1	1167628	1170420	B3GALT6	2792	0.642192
chr1	1177825	1182102	FAM132A	4277	0.693477
chr1	1189291	1209234	UBE2J2	19943	0.563205
chr1	1215815	1227409	SCNN1D	11594	0.659307
chr1	1227763	1243269	ACAP3	15506	0.665420
chr1	1243993	1247057	PUSL1	3064	0.666123
chr1	1246964	1260067	CPSF3L	13103	0.604442
chr1	1260142	1264276	GLTPD1	4134	0.651911
chr1	1266725	1269844	TAS1R3	3119	0.673613
chr1	1270657	1284492	DVL1	13835	0.658619
chr1	1288070	1293915	MXRA8	5845	0.671856
chr1	1309109	1310562	AURKAIP1	1453	0.666208
chr1	1321090	1334718	CCNL2	13628	0.513795
chr1	1334909	1337426	LOC148413	2517	0.593166
chr1	1337275	1342693	MRPL20	5418	0.530269
chr1	1353799	1356824	ANKRD65	3025	0.668099
chr1	1361507	1363167	TMEM88B	1660	0.706024
chr1	1370902	1378262	VWA1	7360	0.665897
chr1	1385068	1405538	ATAD3C	20470	0.569761
chr1	1407163	1431582	ATAD3B	24419	0.588804
chr1	1447522	1470067	ATAD3A	22545	0.598714
chr1	1470157	1475740	TMEM240	5583	0.660398
chr1	1477052	1510262	SSU72	33210	0.538814
chr1	1510354	1510644	HP08716	290	0.634483
chr1	1533387	1535476	C1orf233	2089	0.702729
chr1	1535818	1543166	AK094692	7348	0.618672
chr1	1550794	1565990	MIB2	15196	0.664056
chr1	1567559	1570030	MMP23B	2471	0.717928
chr1	1571099	1655775	CDK11B	84676	0.538925
chr1	1586822	1590469	CDC2L1	3647	0.465314
chr1	1592938	1624243	SLC35E2B	31305	0.537007
chr1	1631377	1633247	MMP23A	1870	0.718182
chr1	1656053	1663343	AK097814	7290	0.511523
chr1	1658823	1677438	SLC35E2	18615	0.521730
chr1	1682670	1711508	NADK	28838	0.537069
chr1	1716724	1822526	GNB1	105802	0.466948
chr1	1846265	1848733	CALML6	2468	0.630875
chr1	1849028	1850740	TMEM52	1712	0.675818
chr1	1853395	1858842	C1orf222	5447	0.653020
chr1	1884751	1935276	KIAA1751	50525	0.555032
chr1	1944651	1946969	AK054708	2318	0.516825
chr1	1950767	1962192	GABRD	11425	0.625120
chr1	1981908	2116834	PRKCZ	134926	0.564398
chr1	2112574	2114663	AX747530	2089	0.596936
chr1	2115898	2126214	C1orf86	10316	0.598779
chr1	2121236	2123179	BC018779	1943	0.642306
chr1	2160133	2241652	SKI	81519	0.574676
chr1	2252695	2322993	MORN1	70298	0.572648
chr1	2281852	2284100	LOC100129534	2248	0.576957
chr1	2309493	2322993	MORN1	13500	0.577926
chr1	2323213	2336885	RER1	13672	0.539424
chr1	2336240	2344010	PEX10	7770	0.606692
chr1	2407753	2436964	PLCH2	29211	0.645510
chr1	2439974	2458035	PANK4	18061	0.606943
chr1	2460183	2461684	HES5	1501	0.682878
chr1	2481358	2484284	LOC115110	2926	0.591934
chr1	2486162	2488450	LOC100133445	2288	0.652972
chr1	2487804	2495188	TNFRSF14	7384	0.645314
chr1	2487804	2495267	TNFRSF14	7463	0.642637
chr1	2518188	2522908	FAM213B	4720	0.640678
chr1	2522080	2564481	MMEL1	42401	0.549492
chr1	2572806	2706230	TTC34	133424	0.373861
chr1	2938045	2939467	ACTRT2	1422	0.614627
chr1	2976180	2980350	FLJ42875	4170	0.604077
chr1	2980635	2984289	FLJ42875	3654	0.608648
chr1	2985741	3355185	PRDM16	369444	0.575787
chr1	3044538	3044599	MIR4251	61	0.508197
chr1	3371146	3397677	ARHGEF16	26531	0.629905
chr1	3404505	3528059	MEGF6	123554	0.624245
chr1	3477259	3477354	MIR551A	95	0.621053
chr1	3541555	3546694	TPRG1L	5139	0.523059
chr1	3547330	3566671	WRAP73	19341	0.537459
chr1	3569128	3652765	TP73	83637	0.595084
chr1	3652547	3663937	TP73-AS1	11390	0.544513
chr1	3668964	3688209	CCDC27	19245	0.539049
chr1	3689351	3692546	SMIM1	3195	0.649139
chr1	3696783	3713068	LRRC47	16285	0.544612
chr1	3728644	3773797	CEP104	45153	0.479304
chr1	3773844	3801993	DFFB	28149	0.516573
chr1	3805696	3816857	C1orf174	11161	0.493504
chr1	3816967	3832011	LOC100133612	15044	0.569264
chr1	4000671	4012643	LOC728716	11972	0.512195
chr1	4472110	4484744	LOC284661	12634	0.435412
chr1	4715104	4843851	AJAP1	128747	0.526871
chr1	4847557	4852183	BC037321	4626	0.449416
chr1	5621768	5728315	AK125078	106547	0.468676
chr1	5624130	5624203	MIR4417	73	0.630137
chr1	5922731	5922801	MIR4689	70	0.628571
chr1	5922869	6052533	NPHP4	129664	0.499352
chr1	6105980	6161253	KCNAB2	55273	0.561124
chr1	6161846	6240194	CHD5	78348	0.567034
chr1	6245079	6259679	RPL22	14600	0.470685
chr1	6266188	6281359	RNF207	15171	0.569574
chr1	6281252	6296044	ICMT	14792	0.496079
chr1	6297870	6299502	C1orf211	1632	0.554534
chr1	6304251	6305638	HES3	1387	0.659697
chr1	6307405	6321035	GPR153	13630	0.603081
chr1	6324331	6453826	ACOT7	129495	0.539712
chr1	6475293	6479979	HES2	4686	0.592403
chr1	6484847	6521004	ESPN	36157	0.601847
chr1	6489893	6489956	MIR4252	63	0.650794
chr1	6521213	6526255	TNFRSF25	5042	0.597382
chr1	6526151	6545529	PLEKHG5	19378	0.589638
chr1	6581406	6614658	NOL9	33252	0.478317
chr1	6615337	6639817	TAS1R1	24480	0.524673
chr1	6640062	6649340	ZBTB48	9278	0.577819
chr1	6650783	6662929	KLHL21	12146	0.571464
chr1	6673755	6684093	PHF13	10338	0.549719
chr1	6685209	6693642	THAP3	8433	0.565279
chr1	6694227	6761966	DNAJC11	67739	0.465921
chr1	6845383	7829766	CAMTA1	984383	0.480010
chr1	7831328	7841492	VAMP3	10164	0.427686
chr1	7844713	7905237	PER3	60524	0.403311
chr1	7907671	7913565	UTS2	5894	0.418222
chr1	7975930	8003225	TNFRSF9	27295	0.439238
chr1	8021713	8045342	PARK7	23629	0.453891
chr1	8071778	8086393	ERRFI1	14615	0.410811
chr1	8384389	8404227	SLC45A1	19838	0.524801
chr1	8412463	8877699	RERE	465236	0.419017
chr1	8440651	8441235	BC113958	584	0.527397
chr1	8921058	8939151	ENO1	18093	0.500083
chr1	8938893	8939943	ENO1-AS1	1050	0.596190
chr1	9005892	9034503	CA6	28611	0.481843
chr1	9063358	9086404	SLC2A7	23046	0.524386
chr1	9097004	9129887	SLC2A5	32883	0.478849
chr1	9164475	9189229	GPR157	24754	0.501212
chr1	9186983	9189250	GPR157	2267	0.601676
chr1	9208345	9242451	mir-34	34106	0.507799
chr1	9294862	9331394	H6PD	36532	0.522829
chr1	9352940	9429590	SPSB1	76650	0.542857
chr1	9599527	9642831	SLC25A33	43304	0.455986
chr1	9648931	9674935	TMEM201	26004	0.593678
chr1	9711789	9789172	PIK3CD	77383	0.513304
chr1	9712667	9714644	C1orf200	1977	0.552858
chr1	9740902	9747627	BC038541	6725	0.499182
chr1	9789078	9884550	CLSTN1	95472	0.473615
chr1	9908333	9970316	CTNNBIP1	61983	0.513496
chr1	9989775	10002840	LZIC	13065	0.434367
chr1	10003485	10045556	NMNAT1	42071	0.461315
chr1	10057254	10076078	RBP7	18824	0.483213
chr1	10093040	10241296	UBE4B	148256	0.440893
chr1	10270763	10441661	KIF1B	170898	0.420075
chr1	10459084	10480201	PGD	21117	0.472558
chr1	10490158	10512060	APITD1-CORT	21902	0.480184
chr1	10520602	10532613	DFFA	12011	0.496711
chr1	10535002	10690815	PEX14	155813	0.449860
chr1	10696665	10856733	CASZ1	160068	0.567328
chr1	11006529	11042094	C1orf127	35565	0.521524
chr1	11072678	11085549	TARDBP	12871	0.439671
chr1	11086579	11107296	MASP2	20717	0.502148
chr1	11114648	11120091	SRM	5443	0.600037
chr1	11126675	11159938	EXOSC10	33263	0.463819
chr1	11166587	11322608	MTOR	156021	0.445446
chr1	11203954	11209595	MTOR-AS1	5641	0.453998
chr1	11249345	11256038	ANGPTL7	6693	0.464067
chr1	11333254	11348491	UBIAD1	15237	0.476800
chr1	11539294	11597640	PTCHD2	58346	0.528262
chr1	11708417	11714888	FBXO2	6471	0.604389
chr1	11714913	11723384	FBXO44	8471	0.538425
chr1	11724149	11734409	FBXO6	10260	0.553411
chr1	11734536	11751678	MAD2L2	17142	0.538619
chr1	11751780	11780336	DRAXIN	28556	0.539887
chr1	11782186	11785914	AK125437	3728	0.496513
chr1	11796141	11810828	AGTRAP	14687	0.544087
chr1	11824461	11826573	C1orf167	2112	0.597064
chr1	11832138	11849642	C1orf167	17504	0.552617
chr1	11845786	11866160	MTHFR	20374	0.544027
chr1	11866152	11903201	CLCN6	37049	0.477908
chr1	11905766	11907840	NPPA	2074	0.529894
chr1	11917520	11918992	NPPB	1472	0.545516
chr1	11979644	11986485	KIAA2013	6841	0.557959
chr1	11994723	12035599	PLOD1	40876	0.534641
chr1	12040237	12073572	MFN2	33335	0.511144
chr1	12079298	12092106	MIIP	12808	0.557464
chr1	12123433	12204264	TNFRSF8	80831	0.505474
chr1	12227059	12269277	TNFRSF1B	42218	0.553934
chr1	12251761	12251839	MIR4632	78	0.692308
chr1	12290112	12572098	VPS13D	281986	0.423344
chr1	12567299	12567451	SNORA59B	152	0.539474
chr1	12627938	12677820	DHRS3	49882	0.512951
chr1	12704565	12727097	AADACL4	22532	0.472306
chr1	12776117	12788726	AADACL3	12609	0.461020
chr1	12806162	12821102	C1orf158	14940	0.427309
chr1	12834983	12838048	PRAMEF12	3065	0.532137
chr1	12851545	12856777	PRAMEF1	5232	0.465023
chr1	12884467	12891264	PRAMEF11	6797	0.479918
chr1	12907235	12908237	LOC649330	1002	0.478044
chr1	12916940	12921764	PRAMEF2	4824	0.471393
chr1	12939032	12946025	PRAMEF4	6993	0.481624
